timestamp,event_id,src,dst,account,action,result,severity,host,proto,port,detail
2026-09-19T11:28:45+00:00,dab15497-f446-4477-a8b6-0aa27a9b0313,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:29:07+00:00,0d538048-6f75-4104-851c-bc1990dd3c89,10.0.20.45,10.0.20.102,admin,login,success,10,wks-102,ssh,22,Accepted password
2026-09-19T11:30:15+00:00,b777d0c6-96e7-486a-a4d4-9d5d2a667d05,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:31:45+00:00,d48e36e8-4f76-43d7-8c5d-d6f5ed88ea45,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:33:15+00:00,dab8eaf8-acae-4b42-b91a-360525008e4f,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:34:45+00:00,fa86185c-8b6f-4c7e-b3b8-c382bf3cad1d,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:36:15+00:00,4e2e915d-f063-487f-88d8-7799b84952ca,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:37:45+00:00,d883c546-d842-450e-925d-917376de7bc3,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:38:46+00:00,cee810ec-c8c0-4ad4-8dff-94152a94e97a,10.0.10.11,10.0.20.45,dave,login,success,10,wks-045,ssh,22,Accepted password
2026-09-19T11:39:15+00:00,6466d8eb-0f88-4946-8a2a-d86df9b3dede,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:40:45+00:00,ac6e3303-9d84-48b1-903b-e39156ff45c3,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:42:15+00:00,2f448e82-9cc0-4a72-9e57-ecb90c94cdc9,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:42:33+00:00,6df0c2a7-7cff-4f0a-b5fd-7fce4971896d,10.0.10.21,10.0.10.5,alice,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T11:43:45+00:00,9113d78e-075e-4506-a052-ba795f862dd1,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:44:24+00:00,025e0d2a-96d1-4f34-b531-655d7a939d85,10.0.20.45,10.0.10.5,carol,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T11:45:15+00:00,768a27cf-f1ae-449a-b765-8b4585def3f6,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:46:45+00:00,7db39ad1-269a-4efb-92f9-fa732f4f4b29,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:46:56+00:00,6710a0c7-0998-4a1a-b884-6c4f73e9e3a5,10.0.20.45,10.0.20.45,admin,login,success,10,wks-045,ssh,22,Accepted password
2026-09-19T11:48:02+00:00,012ff428-799a-433b-95ba-0fe5b8e95ac3,10.0.20.102,10.0.20.45,admin,login,success,10,wks-045,ssh,22,Accepted password
2026-09-19T11:48:15+00:00,65dab621-1c3b-4304-a8ed-482e3be8de51,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:48:43+00:00,72dd91b3-29dc-4cfa-aa29-4fe0efbab8c2,10.0.20.45,10.0.20.45,alice,login,success,10,wks-045,ssh,22,Accepted password
2026-09-19T11:49:45+00:00,dbfed8b2-d467-486e-9542-e08affda51e2,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:51:02+00:00,a3774fb6-380c-4635-857d-36d4ca2bef2a,10.0.20.45,10.0.10.5,admin,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T11:51:15+00:00,471baef6-044a-468d-813d-016bb68726ad,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:51:39+00:00,ee6b7df6-b091-4b5e-86f6-653591587d23,10.0.20.45,10.0.10.9,bob,login,success,10,mon01,ssh,22,Accepted password
2026-09-19T11:52:28+00:00,1056b033-fb4d-4a22-becc-4b0228212d6b,10.0.10.11,10.0.10.9,svc_backup,login,success,10,mon01,ssh,22,Accepted password
2026-09-19T11:52:45+00:00,6771408e-db75-4d63-8785-c473c72a0a18,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:54:15+00:00,534ecc48-04f6-4054-9b2d-2f4ac3e9c221,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:55:08+00:00,84724696-c774-4f73-98c6-9076f0753c1a,10.0.10.21,10.0.10.9,admin,login,success,10,mon01,ssh,22,Accepted password
2026-09-19T11:55:45+00:00,8eab2859-b249-42ea-aff7-eeba0aa91699,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:57:15+00:00,9f2ea595-ec3c-4643-b230-2769a37a37fd,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:57:29+00:00,684334ca-7acf-4bf5-a868-30332f21d563,10.0.20.45,10.0.10.11,jsmith,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T11:58:16+00:00,986dd6aa-e6e8-4d5f-9254-d4765a3882d3,10.0.10.9,10.0.10.5,bob,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T11:58:18+00:00,7e818650-4f1d-4539-8c2d-85558745f502,10.0.20.45,10.0.20.45,carol,login,success,10,wks-045,ssh,22,Accepted password
2026-09-19T11:58:45+00:00,3eb94022-9749-4add-8d62-de19ae614b54,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:59:24+00:00,f47b01d6-fde5-4b46-9a03-f73a647ae2bc,10.0.20.102,10.0.20.102,carol,login,success,10,wks-102,ssh,22,Accepted password
